ESTATURA,PESO,PESO BAJO,PESO NORMAL,SOBRE PESO 1,SOBRE PESO 2,PESO
183,86,0,1,0,0,4
159,86,0,0,1,0,2
173,60,1,0,0,0,8
199,50,1,0,0,0,8
190,68,1,0,0,0,8
156,60,0,1,0,0,4
187,78,1,0,0,0,8
187,53,1,0,0,0,8
190,78,1,0,0,0,8
199,81,1,0,0,0,8
179,45,1,0,0,0,8
162,86,0,0,1,0,2
184,106,0,0,1,0,2
186,62,1,0,0,0,8
174,96,0,0,1,0,2
157,66,0,1,0,0,4
152,45,1,0,0,0,8
158,60,0,1,0,0,4
186,66,1,0,0,0,8
190,115,0,0,1,0,2
193,48,1,0,0,0,8
174,102,0,0,1,0,2
179,112,0,0,1,0,2
170,105,0,0,0,1,1
181,88,0,1,0,0,4
189,59,1,0,0,0,8
176,79,0,1,0,0,4
172,103,0,0,1,0,2
185,108,0,0,1,0,2
181,72,1,0,0,0,8
194,120,0,0,1,0,2
154,109,0,0,0,1,1
156,106,0,0,0,1,1
168,82,0,1,0,0,4
182,72,1,0,0,0,8
200,97,0,1,0,0,4
194,110,0,1,0,0,4
177,50,1,0,0,0,8
165,116,0,0,0,1,1
165,85,0,0,1,0,2
167,46,1,0,0,0,8
173,105,0,0,0,1,1
159,54,1,0,0,0,8
176,62,1,0,0,0,8
198,119,0,0,1,0,2
196,51,1,0,0,0,8
179,89,0,1,0,0,4
164,99,0,0,0,1,1
186,52,1,0,0,0,8
181,60,1,0,0,0,8
154,110,0,0,0,1,1
181,116,0,0,0,1,1
161,102,0,0,0,1,1
186,119,0,0,1,0,2
163,61,1,0,0,0,8
192,68,1,0,0,0,8
182,68,1,0,0,0,8
152,64,0,1,0,0,4
166,96,0,0,1,0,2
168,56,1,0,0,0,8
197,96,0,1,0,0,4
160,47,1,0,0,0,8
186,92,0,1,0,0,4
158,107,0,0,0,1,1
154,112,0,0,0,1,1
158,61,0,1,0,0,4
169,107,0,0,0,1,1
197,49,1,0,0,0,8
177,60,1,0,0,0,8
173,112,0,0,0,1,1
191,40,1,0,0,0,8
154,93,0,0,0,1,1
150,109,0,0,0,1,1
158,99,0,0,0,1,1
157,71,0,1,0,0,4
189,61,1,0,0,0,8
159,97,0,0,0,1,1
192,52,1,0,0,0,8
152,61,0,1,0,0,4
191,92,0,1,0,0,4
184,63,1,0,0,0,8
168,40,1,0,0,0,8
185,110,0,0,1,0,2
153,91,0,0,0,1,1
184,98,0,1,0,0,4
194,105,0,1,0,0,4
190,92,0,1,0,0,4
194,74,1,0,0,0,8
154,82,0,0,1,0,2
174,118,0,0,0,1,1
178,94,0,1,0,0,4
175,40,1,0,0,0,8
188,106,0,1,0,0,4
172,118,0,0,0,1,1
185,44,1,0,0,0,8
189,90,0,1,0,0,4
152,82,0,0,0,1,1
172,61,1,0,0,0,8
176,54,1,0,0,0,8
171,48,1,0,0,0,8
153,104,0,0,0,1,1
200,43,1,0,0,0,8
178,104,0,0,1,0,2
176,117,0,0,0,1,1
188,67,1,0,0,0,8
179,87,0,1,0,0,4
168,117,0,0,0,1,1
150,79,0,0,0,1,1
178,99,0,0,1,0,2
196,89,1,0,0,0,8
192,67,1,0,0,0,8
198,92,1,0,0,0,8
186,69,1,0,0,0,8
153,112,0,0,0,1,1
188,106,0,1,0,0,4
184,57,1,0,0,0,8
187,54,1,0,0,0,8
188,119,0,0,1,0,2
150,109,0,0,0,1,1
198,66,1,0,0,0,8
197,63,1,0,0,0,8
181,56,1,0,0,0,8
192,103,0,1,0,0,4
199,54,1,0,0,0,8
166,87,0,0,1,0,2
159,108,0,0,0,1,1
179,51,1,0,0,0,8
177,46,1,0,0,0,8
152,61,0,1,0,0,4
190,77,1,0,0,0,8
177,120,0,0,0,1,1
158,58,1,0,0,0,8
190,86,1,0,0,0,8
198,81,1,0,0,0,8
158,92,0,0,0,1,1
162,48,1,0,0,0,8
150,40,1,0,0,0,8
166,70,0,1,0,0,4
174,55,1,0,0,0,8
157,100,0,0,0,1,1
179,115,0,0,0,1,1
169,62,1,0,0,0,8
164,88,0,0,1,0,2
173,63,1,0,0,0,8
183,61,1,0,0,0,8
153,48,1,0,0,0,8
189,45,1,0,0,0,8
184,112,0,0,1,0,2
185,84,0,1,0,0,4
175,56,1,0,0,0,8
158,90,0,0,0,1,1
177,60,1,0,0,0,8
196,89,1,0,0,0,8
179,47,1,0,0,0,8
176,44,1,0,0,0,8
187,85,0,1,0,0,4
168,95,0,0,1,0,2
199,112,0,1,0,0,4
192,41,1,0,0,0,8
171,65,1,0,0,0,8
178,114,0,0,0,1,1
178,42,1,0,0,0,8
198,100,0,1,0,0,4
187,52,1,0,0,0,8
170,120,0,0,0,1,1
165,57,1,0,0,0,8
172,115,0,0,0,1,1
161,78,0,0,1,0,2
169,82,0,1,0,0,4
155,102,0,0,0,1,1
185,53,1,0,0,0,8
197,99,0,1,0,0,4
200,95,1,0,0,0,8
178,63,1,0,0,0,8
166,118,0,0,0,1,1
170,41,1,0,0,0,8
179,116,0,0,0,1,1
198,112,0,1,0,0,4
174,49,1,0,0,0,8
170,116,0,0,0,1,1
190,58,1,0,0,0,8
169,41,1,0,0,0,8
193,58,1,0,0,0,8
191,116,0,0,1,0,2
194,87,1,0,0,0,8
158,41,1,0,0,0,8
184,51,1,0,0,0,8
177,85,0,1,0,0,4
193,119,0,0,1,0,2
155,40,1,0,0,0,8
179,101,0,0,1,0,2
163,104,0,0,0,1,1
170,64,1,0,0,0,8
155,82,0,0,1,0,2
167,50,1,0,0,0,8
154,90,0,0,0,1,1
191,67,1,0,0,0,8
151,108,0,0,0,1,1
155,120,0,0,0,1,1
153,68,0,1,0,0,4
160,59,1,0,0,0,8
187,76,1,0,0,0,8
150,96,0,0,0,1,1
184,94,0,1,0,0,4
168,71,0,1,0,0,4
157,69,0,1,0,0,4
172,51,1,0,0,0,8
197,110,0,1,0,0,4
177,99,0,0,1,0,2
198,70,1,0,0,0,8
174,48,1,0,0,0,8
157,115,0,0,0,1,1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
